Product_A,Product_B,Count,Support,Confidence_A→B,Confidence_B→A,Lift
JUMBO BAG RED RETROSPOT,LUNCH BAG WOODLAND,136,0.019106490587243608,0.13877551020408163,0.22042139384116693,1.6009790626137002
HEART OF WICKER SMALL,HOME BUILDING BLOCK WORD,110,0.015453779151447036,0.15471167369901548,0.15988372093023256,1.600636182252314
HEART OF WICKER SMALL,WHITE HANGING HEART T-LIGHT HOLDER,274,0.0384939589772408,0.3853727144866385,0.15865662999420962,1.5883514659617215
72 SWEETHEART FAIRY CAKE CASES,GIN + TONIC DIET METAL SIGN,51,0.007164933970216353,0.10851063829787234,0.10472279260780287,1.5859932718773209
PLEASE ONE PERSON METAL SIGN,RECIPE BOX PANTRY YELLOW DESIGN,56,0.007867378477100308,0.11067193675889328,0.11267605633802817,1.5850359071424593
LOVE BUILDING BLOCK WORD,RED HANGING HEART T-LIGHT HOLDER,78,0.010958134307389716,0.13242784380305603,0.13109243697478992,1.58423763393303
VICTORIAN GLASS HANGING T-LIGHT,WOODEN FRAME ANTIQUE WHITE,73,0.01025568980050576,0.1465863453815261,0.11060606060606061,1.5809115248874286
HOME BUILDING BLOCK WORD,VICTORIAN GLASS HANGING T-LIGHT,76,0.010677156504636133,0.11046511627906977,0.15261044176706828,1.578896983281965
ALARM CLOCK BAKELIKE RED,RECIPE BOX PANTRY YELLOW DESIGN,41,0.00576004495644844,0.10991957104557641,0.08249496981891348,1.5742605768660218
HOT WATER BOTTLE TEA AND SYMPATHY,VINTAGE SNAP CARDS,56,0.007867378477100308,0.10810810810810811,0.11451942740286299,1.5736472668988006
ALARM CLOCK BAKELIKE RED,LUNCH BAG RED RETROSPOT,50,0.0070244450688395615,0.13404825737265416,0.08237232289950576,1.5719200922216676
PACK OF 60 PINK PAISLEY CAKE CASES,RECIPE BOX PANTRY YELLOW DESIGN,67,0.009412756392245012,0.10965630114566285,0.13480885311871227,1.5704900433698754
RECIPE BOX PANTRY YELLOW DESIGN,REGENCY CAKESTAND 3 TIER,115,0.01615622365833099,0.23138832997987926,0.109628217349857,1.57008782916757
LUNCH BAG SPACEBOY DESIGN,VINTAGE SNAP CARDS,77,0.010817645406012925,0.10650069156293222,0.1574642126789366,1.5502493303577742
PLEASE ONE PERSON METAL SIGN,SWEETHEART CERAMIC TRINKET BOX,52,0.007305422871593144,0.10276679841897234,0.11016949152542373,1.5497755744623836
JUMBO BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN,154,0.02163529081202585,0.15714285714285714,0.21300138312586445,1.5470855562141868
HAND OVER THE CHOCOLATE   SIGN,LOVE BUILDING BLOCK WORD,64,0.00899128968811464,0.128,0.10865874363327674,1.546865874363328
HEART OF WICKER SMALL,WOODEN PICTURE FRAME WHITE FINISH,94,0.013205956729418376,0.13220815752461323,0.15435139573070608,1.5452506818722445
HAND OVER THE CHOCOLATE   SIGN,VICTORIAN GLASS HANGING T-LIGHT,54,0.007586400674346727,0.108,0.10843373493975904,1.5436626506024098
PACK OF 72 RETROSPOT CAKE CASES,PLASTERS IN TIN SPACEBOY,50,0.0070244450688395615,0.09765625,0.11086474501108648,1.5412797949002215
PAPER CHAIN KIT VINTAGE CHRISTMAS,REX CASH+CARRY JUMBO SHOPPER,77,0.010817645406012925,0.15942028985507245,0.1044776119402985,1.5396928401470908
60 TEATIME FAIRY CAKE CASES,LUNCH BAG WOODLAND,95,0.013346445630795168,0.13286713286713286,0.1539708265802269,1.5328172637735038
6 RIBBONS RUSTIC CHARM,REX CASH+CARRY JUMBO SHOPPER,83,0.011660578814273672,0.1586998087954111,0.11261872455902307,1.5327343812832241
ASSORTED COLOUR BIRD ORNAMENT,PARTY BUNTING,145,0.020370890699634728,0.15327695560253699,0.20365168539325842,1.5323390027792954
HAND OVER THE CHOCOLATE   SIGN,RED HANGING HEART T-LIGHT HOLDER,64,0.00899128968811464,0.128,0.10756302521008404,1.5312672268907563
COOK WITH WINE METAL SIGN,HEART OF WICKER LARGE,65,0.00913177858949143,0.1447661469933185,0.0962962962962963,1.5265858285902827
CHOCOLATE HOT WATER BOTTLE,PAPER CHAIN KIT 50'S CHRISTMAS,76,0.010677156504636133,0.1310344827586207,0.12438625204582651,1.5265195552796433
PARTY BUNTING,VICTORIAN GLASS HANGING T-LIGHT,76,0.010677156504636133,0.10674157303370786,0.15261044176706828,1.525675736654483
PLASTERS IN TIN SPACEBOY,RECIPE BOX PANTRY YELLOW DESIGN,48,0.006743467266085979,0.10643015521064302,0.096579476861167,1.5242854019906582
72 SWEETHEART FAIRY CAKE CASES,LUNCH BAG WOODLAND,62,0.008710311885361057,0.13191489361702127,0.10048622366288493,1.5218317873030107
HAND OVER THE CHOCOLATE   SIGN,HOT WATER BOTTLE TEA AND SYMPATHY,55,0.007726889575723518,0.11,0.10617760617760617,1.5115444015444015
NATURAL SLATE HEART CHALKBOARD,PLEASE ONE PERSON METAL SIGN,60,0.008429334082607475,0.1073345259391771,0.11857707509881422,1.5098955644961711
BAKING SET 9 PIECE RETROSPOT,POSTAGE,45,0.006322000561955606,0.08064516129032258,0.11811023622047244,1.5066463466260267
HEART OF WICKER SMALL,SWEETHEART CERAMIC TRINKET BOX,71,0.009974711997752178,0.09985935302390998,0.1504237288135593,1.5059298195427782
COOK WITH WINE METAL SIGN,PACK OF 60 PINK PAISLEY CAKE CASES,58,0.00814835627985389,0.1291759465478842,0.09492635024549918,1.5048680646936818
PAPER CHAIN KIT VINTAGE CHRISTMAS,PLASTERS IN TIN SPACEBOY,46,0.006462489463332397,0.09523809523809523,0.10199556541019955,1.5031147714074546
6 RIBBONS RUSTIC CHARM,VINTAGE SNAP CARDS,54,0.007586400674346727,0.10325047801147227,0.11042944785276074,1.5029384508909198
60 TEATIME FAIRY CAKE CASES,RECIPE BOX PANTRY YELLOW DESIGN,75,0.010536667603259343,0.1048951048951049,0.15090543259557343,1.5023005163850236
ALARM CLOCK BAKELIKE RED,PAPER CHAIN KIT 50'S CHRISTMAS,48,0.006743467266085979,0.128686327077748,0.07855973813420622,1.4991641180677744
BAKING SET 9 PIECE RETROSPOT,PLASTERS IN TIN SPACEBOY,53,0.007445911772969935,0.09498207885304659,0.11751662971175167,1.4990741403015204
60 TEATIME FAIRY CAKE CASES,HOT WATER BOTTLE TEA AND SYMPATHY,78,0.010958134307389716,0.10909090909090909,0.15057915057915058,1.499052299052299
HOME BUILDING BLOCK WORD,WHITE HANGING HEART T-LIGHT HOLDER,250,0.03512222534419781,0.3633720930232558,0.1447596988998263,1.497673745303726
GIN + TONIC DIET METAL SIGN,VICTORIAN GLASS HANGING T-LIGHT,51,0.007164933970216353,0.10472279260780287,0.10240963855421686,1.4968209594022908
HAND OVER THE CHOCOLATE   SIGN,WOODEN PICTURE FRAME WHITE FINISH,64,0.00899128968811464,0.128,0.10509031198686371,1.4960656814449917
PAPER CHAIN KIT VINTAGE CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS,49,0.00688395616746277,0.10144927536231885,0.10144927536231885,1.495064062171813
GIN + TONIC DIET METAL SIGN,HEART OF WICKER LARGE,69,0.009693734194998594,0.14168377823408623,0.10222222222222223,1.4940816792151492
HOT WATER BOTTLE TEA AND SYMPATHY,PINK CREAM FELT CRAFT TRINKET BOX,50,0.0070244450688395615,0.09652509652509653,0.10869565217391304,1.4936209501426891
PACK OF 72 RETROSPOT CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,55,0.007726889575723518,0.107421875,0.107421875,1.493415832519531
60 TEATIME FAIRY CAKE CASES,PINK CREAM FELT CRAFT TRINKET BOX,69,0.009693734194998594,0.0965034965034965,0.15,1.4932867132867134
6 RIBBONS RUSTIC CHARM,HEART OF WICKER SMALL,78,0.010958134307389716,0.1491395793499044,0.10970464135021098,1.493073875967116
HEART OF WICKER LARGE,WOODEN PICTURE FRAME WHITE FINISH,86,0.012082045518404047,0.1274074074074074,0.1412151067323481,1.4891394514383016
72 SWEETHEART FAIRY CAKE CASES,FELTCRAFT 6 FLOWER FRIENDS,42,0.005900533857825232,0.08936170212765958,0.09813084112149532,1.4861602704314976
RECIPE BOX PANTRY YELLOW DESIGN,SCOTTIE DOG HOT WATER BOTTLE,56,0.007867378477100308,0.11267605633802817,0.1037037037037037,1.485237350026082
BAKING SET 9 PIECE RETROSPOT,PACK OF 60 PINK PAISLEY CAKE CASES,71,0.009974711997752178,0.12724014336917563,0.11620294599018004,1.4823164328998237
LUNCH BAG RED RETROSPOT,PLASTERS IN TIN SPACEBOY,57,0.0080078673784771,0.09390444810543658,0.12638580931263857,1.482066212005538
72 SWEETHEART FAIRY CAKE CASES,PLASTERS IN TIN SPACEBOY,44,0.0061815116605788145,0.09361702127659574,0.0975609756097561,1.4775298391281788
HAND OVER THE CHOCOLATE   SIGN,HEART OF WICKER LARGE,70,0.009834223096375386,0.14,0.1037037037037037,1.4763259259259258
PLEASE ONE PERSON METAL SIGN,ZINC METAL HEART DECORATION,51,0.007164933970216353,0.1007905138339921,0.10493827160493827,1.4761869906797442
RED HANGING HEART T-LIGHT HOLDER,WOODEN PICTURE FRAME WHITE FINISH,75,0.010536667603259343,0.12605042016806722,0.12315270935960591,1.4732789667591173
72 SWEETHEART FAIRY CAKE CASES,ZINC METAL HEART DECORATION,47,0.006602978364709188,0.1,0.09670781893004116,1.4646090534979426
LUNCH BAG  BLACK SKULL.,PLASTERS IN TIN SPACEBOY,76,0.010677156504636133,0.09268292682926829,0.16851441241685144,1.462787301930669
72 SWEETHEART FAIRY CAKE CASES,RECIPE BOX PANTRY YELLOW DESIGN,48,0.006743467266085979,0.10212765957446808,0.096579476861167,1.4626653538250782
72 SWEETHEART FAIRY CAKE CASES,HOT WATER BOTTLE TEA AND SYMPATHY,50,0.0070244450688395615,0.10638297872340426,0.09652509652509653,1.4618417809907172
CHOCOLATE HOT WATER BOTTLE,RECIPE BOX PANTRY YELLOW DESIGN,59,0.008288845181230683,0.10172413793103448,0.11871227364185111,1.4568861444529246
60 TEATIME FAIRY CAKE CASES,JUMBO BAG STRAWBERRY,80,0.011239112110143298,0.11188811188811189,0.14545454545454545,1.4480356007628734
RECIPE BOX PANTRY YELLOW DESIGN,RED HANGING HEART T-LIGHT HOLDER,60,0.008429334082607475,0.12072434607645875,0.10084033613445378,1.4442283955835857
RECIPE BOX PANTRY YELLOW DESIGN,ZINC METAL HEART DECORATION,49,0.00688395616746277,0.09859154929577464,0.10082304526748971,1.4439807569698024
PAPER CHAIN KIT 50'S CHRISTMAS,PINK CREAM FELT CRAFT TRINKET BOX,57,0.0080078673784771,0.09328968903436989,0.12391304347826088,1.4435565359709672
HOME BUILDING BLOCK WORD,RED HANGING HEART T-LIGHT HOLDER,83,0.011660578814273672,0.12063953488372094,0.13949579831932774,1.4432137971467656
GIN + TONIC DIET METAL SIGN,RECIPE BOX PANTRY YELLOW DESIGN,49,0.00688395616746277,0.10061601642710473,0.09859154929577464,1.4410157040807472
PLEASE ONE PERSON METAL SIGN,VICTORIAN GLASS HANGING T-LIGHT,51,0.007164933970216353,0.1007905138339921,0.10240963855421686,1.4406162198199912
LUNCH BAG CARS BLUE,PINK CREAM FELT CRAFT TRINKET BOX,65,0.00913177858949143,0.09298998569384835,0.14130434782608695,1.438918952540897
72 SWEETHEART FAIRY CAKE CASES,BAKING SET 9 PIECE RETROSPOT,53,0.007445911772969935,0.1127659574468085,0.09498207885304659,1.4384732707999697
REX CASH+CARRY JUMBO SHOPPER,STRAWBERRY CERAMIC TRINKET BOX,101,0.014189379039055915,0.13704206241519673,0.1487481590574374,1.436620618956363
CHOCOLATE HOT WATER BOTTLE,GIN + TONIC DIET METAL SIGN,57,0.0080078673784771,0.09827586206896552,0.11704312114989733,1.436401614387878
JUMBO  BAG BAROQUE BLACK WHITE,LUNCH BAG SPACEBOY DESIGN,76,0.010677156504636133,0.14587332053742802,0.10511756569847856,1.4361359551665456
GIN + TONIC DIET METAL SIGN,PACK OF 60 PINK PAISLEY CAKE CASES,60,0.008429334082607475,0.12320328542094455,0.09819967266775777,1.4352880288482543
PLASTERS IN TIN SPACEBOY,REX CASH+CARRY JUMBO SHOPPER,67,0.009412756392245012,0.14855875831485588,0.09090909090909091,1.4347913727071155
JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG WOODLAND,80,0.011239112110143298,0.12422360248447205,0.12965964343598055,1.4331014626976857
LUNCH BAG CARS BLUE,PACK OF 72 RETROSPOT CAKE CASES,72,0.010115200899128969,0.10300429184549356,0.140625,1.4320010729613735
ASSORTED COLOUR BIRD ORNAMENT,LOVE BUILDING BLOCK WORD,112,0.015734756954200617,0.11839323467230443,0.19015280135823429,1.4307691755474754
LOVE BUILDING BLOCK WORD,NATURAL SLATE HEART CHALKBOARD,66,0.009272267490868222,0.11205432937181664,0.11806797853309481,1.4268384909992682
HAND OVER THE CHOCOLATE   SIGN,WOODEN FRAME ANTIQUE WHITE,66,0.009272267490868222,0.132,0.1,1.4236
PAPER CHAIN KIT 50'S CHRISTMAS,PLASTERS IN TIN SPACEBOY,55,0.007726889575723518,0.09001636661211129,0.12195121951219512,1.4207017683924794
60 TEATIME FAIRY CAKE CASES,LUNCH BAG SPACEBOY DESIGN,103,0.014470356841809497,0.14405594405594405,0.14246196403872752,1.418243720318409
JUMBO  BAG BAROQUE BLACK WHITE,LUNCH BAG WOODLAND,64,0.00899128968811464,0.12284069097888675,0.10372771474878444,1.417147550061128
BAKING SET 9 PIECE RETROSPOT,PINK CREAM FELT CRAFT TRINKET BOX,51,0.007164933970216353,0.0913978494623656,0.1108695652173913,1.4142823749415616
GIN + TONIC DIET METAL SIGN,HOT WATER BOTTLE TEA AND SYMPATHY,50,0.0070244450688395615,0.1026694045174538,0.09652509652509653,1.4108123964386794
HEART OF WICKER SMALL,WOODEN FRAME ANTIQUE WHITE,93,0.013065467828041584,0.1308016877637131,0.1409090909090909,1.4106763840941055
RED HANGING HEART T-LIGHT HOLDER,STRAWBERRY CERAMIC TRINKET BOX,80,0.011239112110143298,0.13445378151260504,0.11782032400589101,1.4094875063427432
72 SWEETHEART FAIRY CAKE CASES,PLEASE ONE PERSON METAL SIGN,47,0.006602978364709188,0.1,0.09288537549407115,1.406719367588933
HEART OF WICKER LARGE,SCOTTIE DOG HOT WATER BOTTLE,72,0.010115200899128969,0.10666666666666667,0.13333333333333333,1.4060246913580245
72 SWEETHEART FAIRY CAKE CASES,HEART OF WICKER SMALL,66,0.009272267490868222,0.14042553191489363,0.09282700421940929,1.4058353532633094
LUNCH BAG RED RETROSPOT,NATURAL SLATE HEART CHALKBOARD,67,0.009412756392245012,0.11037891268533773,0.11985688729874776,1.4055046520469299
60 TEATIME FAIRY CAKE CASES,VINTAGE SNAP CARDS,69,0.009693734194998594,0.0965034965034965,0.1411042944785276,1.4047277875498734
HAND OVER THE CHOCOLATE   SIGN,RECIPE BOX PANTRY YELLOW DESIGN,49,0.00688395616746277,0.098,0.09859154929577464,1.4035492957746478
ALARM CLOCK BAKELIKE RED,REGENCY CAKESTAND 3 TIER,77,0.010817645406012925,0.2064343163538874,0.07340324118207817,1.400762119930382
CHOCOLATE HOT WATER BOTTLE,HEART OF WICKER LARGE,77,0.010817645406012925,0.13275862068965516,0.11407407407407408,1.3999642401021712
PACK OF 60 PINK PAISLEY CAKE CASES,REGENCY CAKESTAND 3 TIER,126,0.017701601573475695,0.20621931260229132,0.12011439466158245,1.3993032098218394
60 TEATIME FAIRY CAKE CASES,JUMBO STORAGE BAG SUKI,94,0.013205956729418376,0.13146853146853146,0.14050822122571002,1.3987937324260193
WOODEN FRAME ANTIQUE WHITE,ZINC METAL HEART DECORATION,63,0.008850800786737847,0.09545454545454546,0.12962962962962962,1.3980359147025814
CHOCOLATE HOT WATER BOTTLE,PAPER CHAIN KIT VINTAGE CHRISTMAS,55,0.007726889575723518,0.09482758620689655,0.11387163561076605,1.3974798315128152
JUMBO SHOPPER VINTAGE RED PAISLEY,PLASTERS IN TIN SPACEBOY,57,0.0080078673784771,0.08850931677018634,0.12638580931263857,1.3969164451667104
60 TEATIME FAIRY CAKE CASES,LUNCH BAG CARS BLUE,98,0.01376791233492554,0.13706293706293707,0.1402002861230329,1.3957281631101373
RED HANGING HEART T-LIGHT HOLDER,SCOTTIE DOG HOT WATER BOTTLE,63,0.008850800786737847,0.10588235294117647,0.11666666666666667,1.3956862745098038
6 RIBBONS RUSTIC CHARM,RED HANGING HEART T-LIGHT HOLDER,61,0.008569822983984265,0.11663479923518165,0.10252100840336134,1.395305043623568
PACK OF 60 PINK PAISLEY CAKE CASES,PLASTERS IN TIN SPACEBOY,54,0.007586400674346727,0.088379705400982,0.1197339246119734,1.3948708271489798
HOME BUILDING BLOCK WORD,RECIPE BOX PANTRY YELLOW DESIGN,67,0.009412756392245012,0.09738372093023256,0.13480885311871227,1.394722989097375
6 RIBBONS RUSTIC CHARM,VICTORIAN GLASS HANGING T-LIGHT,51,0.007164933970216353,0.09751434034416825,0.10240963855421686,1.3937893063650395
PACK OF 60 PINK PAISLEY CAKE CASES,ZINC METAL HEART DECORATION,58,0.00814835627985389,0.09492635024549918,0.11934156378600823,1.3902999198507473
LUNCH BAG  BLACK SKULL.,PACK OF 72 RETROSPOT CAKE CASES,82,0.01152008991289688,0.1,0.16015625,1.390234375
6 RIBBONS RUSTIC CHARM,REGENCY CAKESTAND 3 TIER,107,0.015032312447316662,0.2045889101338432,0.10200190657769304,1.388240097552618
HEART OF WICKER LARGE,LUNCH BAG CARS BLUE,92,0.012924978926664794,0.1362962962962963,0.13161659513590845,1.3879213691516983
HOT WATER BOTTLE TEA AND SYMPATHY,ZINC METAL HEART DECORATION,49,0.00688395616746277,0.0945945945945946,0.10082304526748971,1.3854409965521077
PLEASE ONE PERSON METAL SIGN,WOODEN FRAME ANTIQUE WHITE,65,0.00913177858949143,0.12845849802371542,0.09848484848484848,1.385405437776979
72 SWEETHEART FAIRY CAKE CASES,LUNCH BAG SPACEBOY DESIGN,66,0.009272267490868222,0.14042553191489363,0.0912863070539419,1.3825019864041672
HEART OF WICKER LARGE,PAPER CHAIN KIT 50'S CHRISTMAS,80,0.011239112110143298,0.11851851851851852,0.1309328968903437,1.3807116445414316
HAND OVER THE CHOCOLATE   SIGN,ZINC METAL HEART DECORATION,47,0.006602978364709188,0.094,0.09670781893004116,1.376732510288066
HAND OVER THE CHOCOLATE   SIGN,PACK OF 60 PINK PAISLEY CAKE CASES,59,0.008288845181230683,0.118,0.09656301145662848,1.374671031096563
60 TEATIME FAIRY CAKE CASES,COOK WITH WINE METAL SIGN,62,0.008710311885361057,0.08671328671328671,0.13808463251670378,1.3746663136418147
REX CASH+CARRY JUMBO SHOPPER,ZINC METAL HEART DECORATION,69,0.009693734194998594,0.09362279511533243,0.1419753086419753,1.3712079333969882
NATURAL SLATE HEART CHALKBOARD,PACK OF 72 RETROSPOT CAKE CASES,55,0.007726889575723518,0.09838998211091235,0.107421875,1.3678513528622538
6 RIBBONS RUSTIC CHARM,LUNCH BAG RED RETROSPOT,61,0.008569822983984265,0.11663479923518165,0.10049423393739704,1.3677207594003673
PINK CREAM FELT CRAFT TRINKET BOX,STRAWBERRY CERAMIC TRINKET BOX,60,0.008429334082607475,0.13043478260869565,0.08836524300441827,1.367356086316194
LUNCH BAG  BLACK SKULL.,REX CASH+CARRY JUMBO SHOPPER,116,0.01629671255970778,0.14146341463414633,0.15739484396200815,1.366264023562895
GIN + TONIC DIET METAL SIGN,LOVE BUILDING BLOCK WORD,55,0.007726889575723518,0.11293634496919917,0.0933786078098472,1.364823265688896
RECIPE BOX PANTRY YELLOW DESIGN,WOODEN PICTURE FRAME WHITE FINISH,58,0.00814835627985389,0.11670020120724346,0.09523809523809523,1.3639934847178306
COOK WITH WINE METAL SIGN,PACK OF 72 RETROSPOT CAKE CASES,44,0.0061815116605788145,0.09799554565701558,0.0859375,1.3623677616926502
BAKING SET 9 PIECE RETROSPOT,RECIPE BOX PANTRY YELLOW DESIGN,53,0.007445911772969935,0.09498207885304659,0.10663983903420524,1.3603268355653635
REX CASH+CARRY JUMBO SHOPPER,WHITE HANGING HEART T-LIGHT HOLDER,243,0.03413880303456027,0.32971506105834464,0.14070642733063116,1.3589529847210753
GIN + TONIC DIET METAL SIGN,HEART OF WICKER SMALL,66,0.009272267490868222,0.13552361396303902,0.09282700421940929,1.3567610185498054
COOK WITH WINE METAL SIGN,JUMBO BAG PINK VINTAGE PAISLEY,43,0.006041022759202023,0.0957683741648107,0.08548707753479125,1.3552272113421917
JUMBO BAG PINK VINTAGE PAISLEY,PACK OF 72 RETROSPOT CAKE CASES,49,0.00688395616746277,0.09741550695825049,0.095703125,1.354303864314115
COOK WITH WINE METAL SIGN,STRAWBERRY CERAMIC TRINKET BOX,58,0.00814835627985389,0.1291759465478842,0.08541973490427099,1.3541596281706032
ALARM CLOCK BAKELIKE RED,PLASTERS IN TIN SPACEBOY,32,0.00449564484405732,0.08579088471849866,0.07095343680709534,1.3540122337611387
60 TEATIME FAIRY CAKE CASES,HAND OVER THE CHOCOLATE   SIGN,68,0.009553245293621804,0.0951048951048951,0.136,1.3539132867132868
HAND OVER THE CHOCOLATE   SIGN,WHITE HANGING HEART T-LIGHT HOLDER,164,0.02304017982579376,0.328,0.09496236247828604,1.35188419224088
REGENCY CAKESTAND 3 TIER,SWEETHEART CERAMIC TRINKET BOX,94,0.013205956729418376,0.08960915157292659,0.19915254237288135,1.351351569695109
PACK OF 72 RETROSPOT CAKE CASES,POSTAGE,37,0.0051980893509412755,0.072265625,0.09711286089238845,1.350096374671916
PARTY BUNTING,WOODEN PICTURE FRAME WHITE FINISH,82,0.01152008991289688,0.1151685393258427,0.13464696223316913,1.3460914005276654
RED HANGING HEART T-LIGHT HOLDER,VICTORIAN GLASS HANGING T-LIGHT,56,0.007867378477100308,0.09411764705882353,0.11244979919678715,1.345239782660052
PLEASE ONE PERSON METAL SIGN,WHITE HANGING HEART T-LIGHT HOLDER,165,0.023180668727170554,0.32608695652173914,0.09554140127388536,1.3439993957856047
ALARM CLOCK BAKELIKE RED,SCOTTIE DOG HOT WATER BOTTLE,38,0.005338578252318067,0.10187667560321716,0.07037037037037037,1.342885512858703
RECIPE BOX PANTRY YELLOW DESIGN,REX CASH+CARRY JUMBO SHOPPER,69,0.009693734194998594,0.13883299798792756,0.09362279511533243,1.3408592668630506
HEART OF WICKER LARGE,SWEETHEART CERAMIC TRINKET BOX,60,0.008429334082607475,0.08888888888888889,0.1271186440677966,1.3404896421845574
CHOCOLATE HOT WATER BOTTLE,ZINC METAL HEART DECORATION,53,0.007445911772969935,0.09137931034482759,0.10905349794238683,1.3383496523343268
NATURAL SLATE HEART CHALKBOARD,WOODEN PICTURE FRAME WHITE FINISH,64,0.00899128968811464,0.11449016100178891,0.10509031198686371,1.338162505764751
RECIPE BOX PANTRY YELLOW DESIGN,SWEETHEART CERAMIC TRINKET BOX,44,0.0061815116605788145,0.08853118712273642,0.09322033898305085,1.3350953176687241
HEART OF WICKER LARGE,VICTORIAN GLASS HANGING T-LIGHT,63,0.008850800786737847,0.09333333333333334,0.12650602409638553,1.3340294511378847
VICTORIAN GLASS HANGING T-LIGHT,WHITE HANGING HEART T-LIGHT HOLDER,161,0.02261871312166339,0.3232931726907631,0.09322524609148813,1.3324845415245232
HEART OF WICKER SMALL,LUNCH BAG CARS BLUE,93,0.013065467828041584,0.1308016877637131,0.13304721030042918,1.3319691180287692
6 RIBBONS RUSTIC CHARM,HEART OF WICKER LARGE,66,0.009272267490868222,0.12619502868068833,0.09777777777777778,1.3307499468876143
72 SWEETHEART FAIRY CAKE CASES,LUNCH BAG  BLACK SKULL.,72,0.010115200899128969,0.15319148936170213,0.08780487804878048,1.3297768552153606
60 TEATIME FAIRY CAKE CASES,GIN + TONIC DIET METAL SIGN,65,0.00913177858949143,0.09090909090909091,0.13347022587268995,1.3287287661004292
NATURAL SLATE HEART CHALKBOARD,WHITE HANGING HEART T-LIGHT HOLDER,180,0.025288002247822423,0.3220035778175313,0.10422698320787492,1.3271693496845325
ASSORTED COLOUR BIRD ORNAMENT,COOK WITH WINE METAL SIGN,79,0.011098623208766508,0.08350951374207188,0.1759465478841871,1.3238768793230906
STRAWBERRY CERAMIC TRINKET BOX,WHITE HANGING HEART T-LIGHT HOLDER,218,0.03062658050014049,0.32106038291605304,0.12623045744064854,1.3232818793262684
LUNCH BAG WOODLAND,RECIPE BOX PANTRY YELLOW DESIGN,57,0.0080078673784771,0.09238249594813615,0.11468812877263582,1.3230957870399056
REGENCY CAKESTAND 3 TIER,VICTORIAN GLASS HANGING T-LIGHT,97,0.01362742343354875,0.09246901811248809,0.19477911646586346,1.321675644427089
72 SWEETHEART FAIRY CAKE CASES,LUNCH BAG CARS BLUE,61,0.008569822983984265,0.12978723404255318,0.08726752503576538,1.3216388153288894
LUNCH BAG WOODLAND,VINTAGE SNAP CARDS,56,0.007867378477100308,0.09076175040518639,0.11451942740286299,1.3211495692926722
FELTCRAFT 6 FLOWER FRIENDS,FELTCRAFT 6 FLOWER FRIENDS,34,0.004776622646810902,0.0794392523364486,0.0794392523364486,1.3211415844178531
HAND OVER THE CHOCOLATE   SIGN,STRAWBERRY CERAMIC TRINKET BOX,63,0.008850800786737847,0.126,0.09278350515463918,1.3208659793814432
60 TEATIME FAIRY CAKE CASES,REGENCY CAKESTAND 3 TIER,139,0.019527957291373983,0.1944055944055944,0.1325071496663489,1.3191411067483518
JUMBO STORAGE BAG SUKI,PINK CREAM FELT CRAFT TRINKET BOX,57,0.0080078673784771,0.08520179372197309,0.12391304347826088,1.3184051472021836
6 RIBBONS RUSTIC CHARM,NATURAL SLATE HEART CHALKBOARD,54,0.007586400674346727,0.10325047801147227,0.09660107334525939,1.3147350670584252
GIN + TONIC DIET METAL SIGN,STRAWBERRY CERAMIC TRINKET BOX,61,0.008569822983984265,0.12525667351129363,0.0898379970544919,1.3130736407266392
COOK WITH WINE METAL SIGN,REX CASH+CARRY JUMBO SHOPPER,61,0.008569822983984265,0.1358574610244989,0.08276797829036635,1.3121213128526228
PACK OF 72 RETROSPOT CAKE CASES,VICTORIAN GLASS HANGING T-LIGHT,47,0.006602978364709188,0.091796875,0.09437751004016064,1.3120685868473894
BAKING SET 9 PIECE RETROSPOT,FELTCRAFT 6 FLOWER FRIENDS,44,0.0061815116605788145,0.07885304659498207,0.102803738317757,1.3113924898670153
60 TEATIME FAIRY CAKE CASES,REX CASH+CARRY JUMBO SHOPPER,97,0.01362742343354875,0.13566433566433567,0.13161465400271372,1.310256093973869
PACK OF 60 PINK PAISLEY CAKE CASES,SWEETHEART CERAMIC TRINKET BOX,53,0.007445911772969935,0.0867430441898527,0.11228813559322035,1.3081292130156177
HEART OF WICKER SMALL,VICTORIAN GLASS HANGING T-LIGHT,65,0.00913177858949143,0.09142053445850915,0.13052208835341367,1.3066894864973253
ASSORTED COLOUR BIRD ORNAMENT,NATURAL SLATE HEART CHALKBOARD,97,0.01362742343354875,0.10253699788583509,0.1735241502683363,1.3056500017019217
ASSORTED COLOUR BIRD ORNAMENT,REGENCY CAKESTAND 3 TIER,182,0.025568980050576003,0.19238900634249473,0.17349857006673022,1.3054575282610843
PLEASE ONE PERSON METAL SIGN,STRAWBERRY CERAMIC TRINKET BOX,63,0.008850800786737847,0.12450592885375494,0.09278350515463918,1.305203536938185
HEART OF WICKER LARGE,HOT WATER BOTTLE TEA AND SYMPATHY,64,0.00899128968811464,0.09481481481481481,0.12355212355212356,1.3028800228800228
6 RIBBONS RUSTIC CHARM,6 RIBBONS RUSTIC CHARM,50,0.0070244450688395615,0.09560229445506692,0.09560229445506692,1.3011417436542378
